Model,DPO3014
Firmware Version,2.23

Waveform Type,Analog
Point Format,Y
Horizontal Units,s
Horizontal Scale,0.02
Horizontal Delay,0
Sample Interval,2e-05
Record Length,10000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,2
Vertical Position,0
Label,
TIME,CH1
-5.200e-03,-0.08
-5.180e-03,-0.16
-5.160e-03,-0.08
-5.140e-03,-0.08
-5.120e-03,-0.08
-5.100e-03,0
-5.080e-03,0
-5.060e-03,-0.16
-5.040e-03,-0.08
-5.020e-03,-0.08
-5.000e-03,0
-4.980e-03,-0.08
-4.960e-03,0
-4.940e-03,0
-4.920e-03,0.08
-4.900e-03,-0.08
-4.880e-03,-0.24
-4.860e-03,-0.08
-4.840e-03,-0.08
-4.820e-03,-0.08
-4.800e-03,0
-4.780e-03,-0.08
-4.760e-03,-0.16
-4.740e-03,-0.16
-4.720e-03,0
-4.700e-03,0
-4.680e-03,0
-4.660e-03,0
-4.640e-03,-0.08
-4.620e-03,-0.08
-4.600e-03,-0.16
-4.580e-03,0
-4.560e-03,-0.08
-4.540e-03,-0.08
-4.520e-03,-0.08
-4.500e-03,-0.08
-4.480e-03,-0.08
-4.460e-03,0
-4.440e-03,0
-4.420e-03,-0.08
-4.400e-03,0
-4.380e-03,-0.08
-4.360e-03,0
-4.340e-03,0
-4.320e-03,-0.08
-4.300e-03,0
-4.280e-03,0
-4.260e-03,-0.08
-4.240e-03,-0.08
-4.220e-03,0
-4.200e-03,0.08
-4.180e-03,-0.08
-4.160e-03,0.08
-4.140e-03,-0.08
-4.120e-03,-0.08
-4.100e-03,0
-4.080e-03,0
-4.060e-03,-0.08
-4.040e-03,-0.08
-4.020e-03,-0.16
-4.000e-03,-0.08
-3.980e-03,-0.08
-3.960e-03,-0.08
-3.940e-03,-0.08
-3.920e-03,0
-3.900e-03,-0.24
-3.880e-03,-0.16
-3.860e-03,-0.08
-3.840e-03,0
-3.820e-03,0
-3.800e-03,0
-3.780e-03,-0.08
-3.760e-03,0
-3.740e-03,-0.16
-3.720e-03,-0.08
-3.700e-03,-0.08
-3.680e-03,-0.08
-3.660e-03,-0.08
-3.640e-03,-0.08
-3.620e-03,-0.08
-3.600e-03,-0.08
-3.580e-03,0
-3.560e-03,-0.08
-3.540e-03,-0.08
-3.520e-03,-0.08
-3.500e-03,-0.08
-3.480e-03,-0.16
-3.460e-03,-0.08
-3.440e-03,-0.08
-3.420e-03,-0.08
-3.400e-03,-0.08
-3.380e-03,-0.08
-3.360e-03,-0.16
-3.340e-03,0
-3.320e-03,0
-3.300e-03,-0.16
-3.280e-03,0
-3.260e-03,0
-3.240e-03,-0.08
-3.220e-03,-0.08
-3.200e-03,0
-3.180e-03,-0.08
-3.160e-03,0
-3.140e-03,-0.08
-3.120e-03,-0.08
-3.100e-03,0
-3.080e-03,-0.08
-3.060e-03,0
-3.040e-03,-0.08
-3.020e-03,0
-3.000e-03,0
-2.980e-03,0
-2.960e-03,-0.08
-2.940e-03,-0.08
-2.920e-03,0
-2.900e-03,0
-2.880e-03,-0.08
-2.860e-03,0
-2.840e-03,-0.08
-2.820e-03,-0.08
-2.800e-03,0
-2.780e-03,-0.08
-2.760e-03,-0.08
-2.740e-03,-0.08
-2.720e-03,-0.08
-2.700e-03,-0.08
-2.680e-03,0
-2.660e-03,0
-2.640e-03,0
-2.620e-03,-0.08
-2.600e-03,-0.08
-2.580e-03,-0.08
-2.560e-03,0
-2.540e-03,-0.08
-2.520e-03,-0.08
-2.500e-03,-0.08
-2.480e-03,0
-2.460e-03,0
-2.440e-03,0
-2.420e-03,0
-2.400e-03,0
-2.380e-03,-0.08
-2.360e-03,0
-2.340e-03,0
-2.320e-03,-0.08
-2.300e-03,-0.08
-2.280e-03,-0.08
-2.260e-03,-0.08
-2.240e-03,-0.08
-2.220e-03,-0.08
-2.200e-03,0
-2.180e-03,-0.08
-2.160e-03,-0.08
-2.140e-03,-0.16
-2.120e-03,-0.08
-2.100e-03,-0.08
-2.080e-03,0
-2.060e-03,0
-2.040e-03,-0.08
-2.020e-03,-0.08
-2.000e-03,0
-1.980e-03,-0.16
-1.960e-03,0
-1.940e-03,-0.08
-1.920e-03,-0.08
-1.900e-03,0
-1.880e-03,-0.08
-1.860e-03,-0.08
-1.840e-03,0
-1.820e-03,-0.08
-1.800e-03,0
-1.780e-03,-0.08
-1.760e-03,0
-1.740e-03,-0.16
-1.720e-03,0
-1.700e-03,0
-1.680e-03,-0.08
-1.660e-03,-0.08
-1.640e-03,0
-1.620e-03,0
-1.600e-03,-0.08
-1.580e-03,-0.08
-1.560e-03,-0.16
-1.540e-03,-0.08
-1.520e-03,-0.08
-1.500e-03,-0.08
-1.480e-03,-0.08
-1.460e-03,-0.08
-1.440e-03,-0.08
-1.420e-03,0
-1.400e-03,0.08
-1.380e-03,0
-1.360e-03,0.08
-1.340e-03,0
-1.320e-03,-0.16
-1.300e-03,-0.4
-1.280e-03,-0.56
-1.260e-03,-1.04
-1.240e-03,-1.6
-1.220e-03,-2.08
-1.200e-03,-2.64
-1.180e-03,-3.04
-1.160e-03,-3.68
-1.140e-03,-4.08
-1.120e-03,-4.32
-1.100e-03,-4.64
-1.080e-03,-4.96
-1.060e-03,-5.12
-1.040e-03,-5.28
-1.020e-03,-5.28
-1.000e-03,-5.36
-9.800e-04,-5.52
-9.600e-04,-5.44
-9.400e-04,-5.52
-9.200e-04,-5.36
-9.000e-04,-5.36
-8.800e-04,-5.28
-8.600e-04,-5.04
-8.400e-04,-4.96
-8.200e-04,-4.8
-8.000e-04,-4.56
-7.800e-04,-4.48
-7.600e-04,-4.24
-7.400e-04,-4.08
-7.200e-04,-3.76
-7.000e-04,-3.6
-6.800e-04,-3.44
-6.600e-04,-3.2
-6.400e-04,-2.96
-6.200e-04,-2.88
-6.000e-04,-2.72
-5.800e-04,-2.4
-5.600e-04,-2.16
-5.400e-04,-2.16
-5.200e-04,-1.84
-5.000e-04,-1.76
-4.800e-04,-1.52
-4.600e-04,-1.36
-4.400e-04,-1.36
-4.200e-04,-1.2
-4.000e-04,-0.96
-3.800e-04,-0.96
-3.600e-04,-0.96
-3.400e-04,-0.64
-3.200e-04,-0.8
-3.000e-04,-0.56
-2.800e-04,-0.32
-2.600e-04,-0.4
-2.400e-04,-0.4
-2.200e-04,-0.4
-2.000e-04,-0.24
-1.800e-04,-0.32
-1.600e-04,-0.32
-1.400e-04,-0.32
-1.200e-04,-0.32
-1.000e-04,-0.16
-8.000e-05,-0.24
-6.000e-05,-0.16
-4.000e-05,-0.16
-2.000e-05,-0.16
9.000e-15,-0.08
2.000e-05,-0.24
4.000e-05,-0.08
6.000e-05,-0.16
8.000e-05,-0.08
1.000e-04,-0.08
1.200e-04,-0.16
1.400e-04,-0.08
1.600e-04,-0.16
1.800e-04,-0.08
2.000e-04,0
2.200e-04,-0.08
2.400e-04,-0.08
2.600e-04,0.16
2.800e-04,0
3.000e-04,0.08
3.200e-04,0
3.400e-04,0
3.600e-04,0
3.800e-04,0
4.000e-04,0.16
4.200e-04,0
4.400e-04,0
4.600e-04,0
4.800e-04,-0.08
5.000e-04,0.08
5.200e-04,0.16
5.400e-04,-0.08
5.600e-04,0
5.800e-04,0
6.000e-04,0.08
6.200e-04,0
6.400e-04,0
6.600e-04,0
6.800e-04,0
7.000e-04,0.08
7.200e-04,0
7.400e-04,-0.08
7.600e-04,0
7.800e-04,0
8.000e-04,0
8.200e-04,0
8.400e-04,0
8.600e-04,0.08
8.800e-04,0
9.000e-04,0
9.200e-04,-0.08
9.400e-04,0
9.600e-04,0
9.800e-04,0
1.000e-03,0
1.020e-03,0
1.040e-03,0
1.060e-03,0.08
1.080e-03,0.08
1.100e-03,0.08
1.120e-03,0
1.140e-03,0
1.160e-03,0.08
1.180e-03,-0.08
1.200e-03,0.08
1.220e-03,0.08
1.240e-03,0
1.260e-03,0
1.280e-03,0
1.300e-03,0
1.320e-03,0
1.340e-03,0
1.360e-03,0
1.380e-03,-0.08
1.400e-03,0.08
1.420e-03,0
1.440e-03,0.08
1.460e-03,0.08
1.480e-03,0.16
1.500e-03,0
1.520e-03,0.08
1.540e-03,0.08
1.560e-03,0.16
1.580e-03,0.08
1.600e-03,0.16
1.620e-03,0.16
1.640e-03,0.08
1.660e-03,0.08
1.680e-03,0
1.700e-03,0.16
1.720e-03,0.16
1.740e-03,0.08
1.760e-03,0
1.780e-03,0
1.800e-03,0.16
1.820e-03,0.32
1.840e-03,0
1.860e-03,0.16
1.880e-03,0
1.900e-03,0.08
1.920e-03,0
1.940e-03,0.24
1.960e-03,0.08
1.980e-03,0.24
2.000e-03,0.16
2.020e-03,0.16
2.040e-03,0
2.060e-03,0.08
2.080e-03,0.16
2.100e-03,0
2.120e-03,0.16
2.140e-03,0
2.160e-03,0.08
2.180e-03,0.16
2.200e-03,0.08
2.220e-03,0
2.240e-03,0.24
2.260e-03,0
2.280e-03,0.08
2.300e-03,0.16
2.320e-03,0.08
2.340e-03,0.16
2.360e-03,0
2.380e-03,0
2.400e-03,0.08
2.420e-03,0.08
2.440e-03,0.08
2.460e-03,0
2.480e-03,0
2.500e-03,0
2.520e-03,0
2.540e-03,0
2.560e-03,-0.08
2.580e-03,0
2.600e-03,0
2.620e-03,0
2.640e-03,0.08
2.660e-03,0
2.680e-03,0.16
2.700e-03,0
2.720e-03,0.08
2.740e-03,0.16
2.760e-03,0.08
2.780e-03,0
2.800e-03,0
2.820e-03,0.08
2.840e-03,0.16
2.860e-03,0
2.880e-03,0.24
2.900e-03,0
2.920e-03,0.08
2.940e-03,0.16
2.960e-03,0.08
2.980e-03,0.08
3.000e-03,0
3.020e-03,0.16
3.040e-03,0
3.060e-03,0
3.080e-03,0
3.100e-03,0.08
3.120e-03,0.08
3.140e-03,0.16
3.160e-03,0.16
3.180e-03,0.08
3.200e-03,-0.08
3.220e-03,0
3.240e-03,0
3.260e-03,0.08
3.280e-03,0.08
3.300e-03,0.08
3.320e-03,0.08
3.340e-03,0.16
3.360e-03,0
3.380e-03,0.16
3.400e-03,0
3.420e-03,0.16
3.440e-03,0.16
3.460e-03,0
3.480e-03,0.08
3.500e-03,0.16
3.520e-03,0.16
3.540e-03,0
3.560e-03,0
3.580e-03,0.08
3.600e-03,0.08
3.620e-03,0.16
3.640e-03,0.16
3.660e-03,0.16
3.680e-03,0.08
3.700e-03,0.16
3.720e-03,0.08
3.740e-03,0.08
3.760e-03,0.16
3.780e-03,0.08
3.800e-03,0
3.820e-03,0.08
3.840e-03,0
3.860e-03,0.08
3.880e-03,0
3.900e-03,0.16
3.920e-03,0.24
3.940e-03,0.08
3.960e-03,0.16
3.980e-03,0
4.000e-03,0.08
4.020e-03,0.16
4.040e-03,0
4.060e-03,0.08
4.080e-03,0
4.100e-03,0.08
4.120e-03,0
4.140e-03,0
4.160e-03,0
4.180e-03,0.08
4.200e-03,0.08
4.220e-03,0.08
4.240e-03,0
4.260e-03,0
4.280e-03,0.08
4.300e-03,0.08
4.320e-03,0.16
4.340e-03,0.16
4.360e-03,0.08
4.380e-03,0.16
4.400e-03,0.16
4.420e-03,0.08
4.440e-03,0.16
4.460e-03,0
4.480e-03,0.16
4.500e-03,0.16
4.520e-03,0.16
4.540e-03,0.16
4.560e-03,0.16
4.580e-03,0.08
4.600e-03,0
4.620e-03,0.16
4.640e-03,0.16
4.660e-03,0.08
4.680e-03,0.08
4.700e-03,0.16
4.720e-03,0
4.740e-03,0.08
4.760e-03,0.08
4.780e-03,0.16
4.800e-03,0.08
4.820e-03,0
4.840e-03,0.08
4.860e-03,0.16
4.880e-03,0
4.900e-03,0.08
4.920e-03,0.24
4.940e-03,0.16
4.960e-03,0.08
4.980e-03,0.08
5.000e-03,0.16
5.020e-03,0.16
5.040e-03,0.08
5.060e-03,0
5.080e-03,0
5.100e-03,0
5.120e-03,0.16
5.140e-03,0
5.160e-03,0
5.180e-03,0.08
5.200e-03,0.16
5.220e-03,0
5.240e-03,0.08
5.260e-03,0.16
5.280e-03,0
5.300e-03,0
5.320e-03,0.16
5.340e-03,0.08
5.360e-03,0
5.380e-03,0.08
5.400e-03,0.08
5.420e-03,0.16
5.440e-03,0
5.460e-03,0.16
5.480e-03,0
5.500e-03,0.08
5.520e-03,0.16
5.540e-03,0.16
5.560e-03,0
5.580e-03,0.08
5.600e-03,-0.08
5.620e-03,0.16
5.640e-03,0.08
5.660e-03,0
5.680e-03,0.08
5.700e-03,0.08
5.720e-03,0.08
5.740e-03,0
5.760e-03,0.16
5.780e-03,0.16
5.800e-03,0.08
5.820e-03,0
5.840e-03,0.16
5.860e-03,0
5.880e-03,0.08
5.900e-03,0
5.920e-03,0
5.940e-03,0.16
5.960e-03,0.08
5.980e-03,0.08
6.000e-03,0.08
6.020e-03,0.16
6.040e-03,0
6.060e-03,0
6.080e-03,0.08
6.100e-03,0.16
6.120e-03,0
6.140e-03,0.08
6.160e-03,0.08
6.180e-03,0
6.200e-03,0.08
6.220e-03,0
6.240e-03,0.08
6.260e-03,0.16
6.280e-03,0.08
6.300e-03,0.16
6.320e-03,0.08
6.340e-03,0.16
6.360e-03,0
6.380e-03,0.08
6.400e-03,0
6.420e-03,0
6.440e-03,0.08
6.460e-03,0.08
6.480e-03,0.08
6.500e-03,0.16
6.520e-03,0.16
6.540e-03,0
6.560e-03,0.08
6.580e-03,0
6.600e-03,0
6.620e-03,0.16
6.640e-03,0
6.660e-03,0.08
6.680e-03,0.08
6.700e-03,0
6.720e-03,0.08
6.740e-03,0
6.760e-03,0.08
6.780e-03,0.16
6.800e-03,0
6.820e-03,0
6.840e-03,0
6.860e-03,0.16
6.880e-03,0
6.900e-03,0
6.920e-03,-0.08
6.940e-03,0
6.960e-03,0.16
6.980e-03,0.08
7.000e-03,0
7.020e-03,0.24
7.040e-03,0.48
7.060e-03,0.88
7.080e-03,1.28
7.100e-03,1.84
7.120e-03,2.24
7.140e-03,2.72
7.160e-03,3.2
7.180e-03,3.76
7.200e-03,4.08
7.220e-03,4.48
7.240e-03,4.64
7.260e-03,4.8
7.280e-03,5.04
7.300e-03,5.12
7.320e-03,5.12
7.340e-03,5.2
7.360e-03,5.44
7.380e-03,5.44
7.400e-03,5.28
7.420e-03,5.2
7.440e-03,5.2
7.460e-03,5.04
7.480e-03,5.04
7.500e-03,5.04
7.520e-03,4.88
7.540e-03,4.56
7.560e-03,4.48
7.580e-03,4.24
7.600e-03,4
7.620e-03,3.76
7.640e-03,3.52
7.660e-03,3.44
7.680e-03,3.04
7.700e-03,2.96
7.720e-03,2.88
7.740e-03,2.56
7.760e-03,2.48
7.780e-03,2.24
7.800e-03,2.08
7.820e-03,2.08
7.840e-03,1.76
7.860e-03,1.6
7.880e-03,1.52
7.900e-03,1.36
7.920e-03,1.36
7.940e-03,1.2
7.960e-03,1.2
7.980e-03,0.88
8.000e-03,0.96
8.020e-03,0.8
8.040e-03,0.64
8.060e-03,0.64
8.080e-03,0.56
8.100e-03,0.48
8.120e-03,0.48
8.140e-03,0.4
8.160e-03,0.24
8.180e-03,0.4
8.200e-03,0.32
8.220e-03,0.32
8.240e-03,0.32
8.260e-03,0.24
8.280e-03,0.32
8.300e-03,0.32
8.320e-03,0.16
8.340e-03,0.32
8.360e-03,0.24
8.380e-03,0.08
8.400e-03,0.32
8.420e-03,0.16
8.440e-03,0.24
8.460e-03,0.24
8.480e-03,0
8.500e-03,0.08
8.520e-03,0.08
8.540e-03,0
8.560e-03,0.08
8.580e-03,0
8.600e-03,0
8.620e-03,-0.08
8.640e-03,0.16
8.660e-03,0.08
8.680e-03,0.08
8.700e-03,-0.08
8.720e-03,0.16
8.740e-03,0
8.760e-03,-0.08
8.780e-03,0
8.800e-03,0
8.820e-03,0.24
8.840e-03,0
8.860e-03,-0.08
8.880e-03,0.08
8.900e-03,0
8.920e-03,0
8.940e-03,0
8.960e-03,0
8.980e-03,-0.08
9.000e-03,0.08
9.020e-03,0
9.040e-03,0
9.060e-03,0
9.080e-03,0
9.100e-03,0
9.120e-03,0
9.140e-03,0
9.160e-03,0
9.180e-03,0
9.200e-03,0.08
9.220e-03,-0.08
9.240e-03,0
9.260e-03,0
9.280e-03,0
9.300e-03,0
9.320e-03,0
9.340e-03,0
9.360e-03,-0.08
9.380e-03,0
9.400e-03,0
9.420e-03,0
9.440e-03,-0.08
9.460e-03,-0.08
9.480e-03,0
9.500e-03,0
9.520e-03,0
9.540e-03,0
9.560e-03,0
9.580e-03,0
9.600e-03,0
9.620e-03,0
9.640e-03,-0.08
9.660e-03,0
9.680e-03,0.08
9.700e-03,0
9.720e-03,0
9.740e-03,0.08
9.760e-03,0
9.780e-03,-0.08
9.800e-03,-0.08
9.820e-03,-0.08
9.840e-03,0
9.860e-03,0
9.880e-03,0
9.900e-03,-0.08
9.920e-03,-0.08
9.940e-03,0
9.960e-03,0
9.980e-03,0
1.000e-02,-0.08
1.002e-02,0
1.004e-02,-0.08
1.006e-02,-0.08
1.008e-02,-0.08
1.010e-02,-0.08
1.012e-02,-0.16
1.014e-02,-0.08
1.016e-02,-0.08
1.018e-02,-0.08
1.020e-02,-0.08
1.022e-02,0
1.024e-02,0
1.026e-02,0
1.028e-02,0
1.030e-02,-0.08
1.032e-02,-0.08
1.034e-02,0
1.036e-02,-0.08
1.038e-02,-0.08
1.040e-02,-0.08
1.042e-02,-0.08
1.044e-02,-0.08
1.046e-02,-0.08
1.048e-02,-0.08
1.050e-02,0
1.052e-02,-0.08
1.054e-02,0
1.056e-02,-0.08
1.058e-02,-0.08
1.060e-02,-0.08
1.062e-02,-0.08
1.064e-02,-0.08
1.066e-02,-0.08
1.068e-02,-0.08
1.070e-02,0
1.072e-02,-0.08
1.074e-02,-0.08
1.076e-02,0
1.078e-02,0
1.080e-02,-0.08
1.082e-02,-0.16
1.084e-02,-0.08
1.086e-02,0
1.088e-02,-0.08
1.090e-02,-0.08
1.092e-02,0
1.094e-02,-0.08
1.096e-02,0
1.098e-02,0
1.100e-02,0
1.102e-02,0.08
1.104e-02,0
1.106e-02,-0.08
1.108e-02,-0.08
1.110e-02,0.08
1.112e-02,0
1.114e-02,-0.08
1.116e-02,-0.08
1.118e-02,0
1.120e-02,0
1.122e-02,0
1.124e-02,0
1.126e-02,0
1.128e-02,0
1.130e-02,0
1.132e-02,-0.16
1.134e-02,-0.08
1.136e-02,-0.08
1.138e-02,-0.08
1.140e-02,0
1.142e-02,0
1.144e-02,0
1.146e-02,-0.08
1.148e-02,-0.08
1.150e-02,0
1.152e-02,0
1.154e-02,-0.08
1.156e-02,0
1.158e-02,0
1.160e-02,-0.08
1.162e-02,-0.08
1.164e-02,0
1.166e-02,0.08
1.168e-02,-0.08
1.170e-02,0
1.172e-02,-0.08
1.174e-02,-0.08
1.176e-02,-0.08
1.178e-02,-0.16
1.180e-02,-0.08
1.182e-02,-0.08
1.184e-02,-0.08
1.186e-02,-0.08
1.188e-02,0
1.190e-02,-0.08
1.192e-02,0
1.194e-02,-0.08
1.196e-02,0
1.198e-02,-0.08
1.200e-02,0
1.202e-02,-0.08
1.204e-02,-0.08
1.206e-02,0
1.208e-02,0
1.210e-02,-0.08
1.212e-02,-0.08
1.214e-02,-0.08
1.216e-02,-0.08
1.218e-02,-0.08
1.220e-02,-0.08
1.222e-02,0
1.224e-02,-0.08
1.226e-02,-0.08
1.228e-02,-0.08
1.230e-02,0
1.232e-02,-0.08
1.234e-02,-0.08
1.236e-02,0
1.238e-02,-0.08
1.240e-02,0
1.242e-02,0
1.244e-02,0
1.246e-02,0
1.248e-02,0
1.250e-02,0
1.252e-02,-0.08
1.254e-02,0
1.256e-02,-0.24
1.258e-02,0
1.260e-02,-0.08
1.262e-02,-0.08
1.264e-02,-0.08
1.266e-02,-0.08
1.268e-02,-0.08
1.270e-02,-0.16
1.272e-02,-0.16
1.274e-02,0
1.276e-02,-0.08
1.278e-02,-0.16
1.280e-02,-0.08
1.282e-02,-0.08
1.284e-02,-0.08
1.286e-02,0
1.288e-02,-0.08
1.290e-02,-0.08
1.292e-02,-0.08
1.294e-02,-0.08
1.296e-02,0
1.298e-02,-0.16
1.300e-02,-0.08
1.302e-02,-0.08
1.304e-02,0
1.306e-02,-0.08
1.308e-02,-0.08
1.310e-02,-0.08
1.312e-02,-0.08
1.314e-02,-0.08
1.316e-02,-0.08
1.318e-02,-0.08
1.320e-02,-0.08
1.322e-02,-0.08
1.324e-02,-0.16
1.326e-02,0
1.328e-02,0
1.330e-02,-0.08
1.332e-02,0
1.334e-02,-0.08
1.336e-02,-0.08
1.338e-02,0
1.340e-02,-0.08
1.342e-02,0
1.344e-02,-0.08
1.346e-02,0
1.348e-02,0
1.350e-02,-0.08
1.352e-02,-0.08
1.354e-02,-0.08
1.356e-02,-0.08
1.358e-02,-0.08
1.360e-02,0
1.362e-02,0
1.364e-02,0
1.366e-02,-0.08
1.368e-02,-0.08
1.370e-02,0
1.372e-02,0
1.374e-02,-0.08
1.376e-02,-0.08
1.378e-02,-0.08
1.380e-02,0
1.382e-02,-0.08
1.384e-02,0
1.386e-02,0
1.388e-02,-0.08
1.390e-02,0
1.392e-02,0
1.394e-02,0
1.396e-02,-0.08
1.398e-02,0
1.400e-02,0
1.402e-02,-0.24
1.404e-02,-0.08
1.406e-02,-0.16
1.408e-02,-0.24
1.410e-02,-0.08
1.412e-02,-0.08
1.414e-02,-0.08
1.416e-02,-0.08
1.418e-02,-0.08
1.420e-02,-0.08
1.422e-02,0
1.424e-02,-0.08
1.426e-02,-0.08
1.428e-02,0
1.430e-02,-0.08
1.432e-02,0
1.434e-02,-0.16
1.436e-02,-0.08
1.438e-02,-0.08
1.440e-02,-0.08
1.442e-02,-0.08
1.444e-02,0
1.446e-02,-0.08
1.448e-02,0
1.450e-02,0
1.452e-02,-0.08
1.454e-02,0
1.456e-02,0
1.458e-02,-0.08
1.460e-02,-0.08
1.462e-02,-0.08
1.464e-02,-0.08
1.466e-02,-0.08
1.468e-02,0
1.470e-02,0
1.472e-02,-0.08
1.474e-02,0
1.476e-02,-0.08
1.478e-02,0
1.480e-02,0
1.482e-02,0
1.484e-02,0
1.486e-02,-0.08
1.488e-02,-0.08
1.490e-02,-0.08
1.492e-02,-0.08
1.494e-02,0
1.496e-02,0
1.498e-02,-0.16
1.500e-02,0
1.502e-02,0
1.504e-02,-0.08
1.506e-02,0
1.508e-02,0
1.510e-02,0
1.512e-02,-0.08
1.514e-02,0
1.516e-02,0
1.518e-02,0
1.520e-02,-0.08
1.522e-02,-0.08
1.524e-02,0.08
1.526e-02,-0.08
1.528e-02,-0.08
1.530e-02,0
1.532e-02,-0.24
1.534e-02,-0.08
1.536e-02,-0.48
1.538e-02,-1.04
1.540e-02,-1.28
1.542e-02,-1.92
1.544e-02,-2.4
1.546e-02,-3.04
1.548e-02,-3.52
1.550e-02,-4.16
1.552e-02,-4.4
1.554e-02,-4.8
1.556e-02,-5.04
1.558e-02,-5.28
1.560e-02,-5.36
1.562e-02,-5.52
1.564e-02,-5.6
1.566e-02,-5.6
1.568e-02,-5.44
1.570e-02,-5.44
1.572e-02,-5.52
1.574e-02,-5.36
1.576e-02,-5.36
1.578e-02,-5.2
1.580e-02,-5.2
1.582e-02,-4.88
1.584e-02,-4.8
1.586e-02,-4.56
1.588e-02,-4.48
1.590e-02,-4.32
1.592e-02,-4
1.594e-02,-3.84
1.596e-02,-3.52
1.598e-02,-3.44
1.600e-02,-3.2
1.602e-02,-2.88
1.604e-02,-2.72
1.606e-02,-2.48
1.608e-02,-2.48
1.610e-02,-2.16
1.612e-02,-2.08
1.614e-02,-2
1.616e-02,-1.84
1.618e-02,-1.52
1.620e-02,-1.36
1.622e-02,-1.44
1.624e-02,-1.2
1.626e-02,-1.04
1.628e-02,-1.04
1.630e-02,-0.8
1.632e-02,-0.72
1.634e-02,-0.64
1.636e-02,-0.72
1.638e-02,-0.56
1.640e-02,-0.4
1.642e-02,-0.4
1.644e-02,-0.24
1.646e-02,-0.24
1.648e-02,-0.32
1.650e-02,-0.24
1.652e-02,-0.24
1.654e-02,-0.08
1.656e-02,-0.32
1.658e-02,-0.24
1.660e-02,-0.24
1.662e-02,-0.16
1.664e-02,-0.16
1.666e-02,-0.16
1.668e-02,-0.24
1.670e-02,-0.08
1.672e-02,-0.08
1.674e-02,-0.16
1.676e-02,-0.08
1.678e-02,-0.16
1.680e-02,-0.24
1.682e-02,-0.08
1.684e-02,-0.08
1.686e-02,-0.08
1.688e-02,0
1.690e-02,0
1.692e-02,0
1.694e-02,0.08
1.696e-02,0.08
1.698e-02,-0.08
1.700e-02,-0.08
1.702e-02,0
1.704e-02,0
1.706e-02,-0.08
1.708e-02,0
1.710e-02,0
1.712e-02,0
1.714e-02,0
1.716e-02,-0.08
1.718e-02,0
1.720e-02,0
1.722e-02,0
1.724e-02,0.08
1.726e-02,0
1.728e-02,0
1.730e-02,0.08
1.732e-02,0
1.734e-02,0.08
1.736e-02,0
1.738e-02,0
1.740e-02,0
1.742e-02,0
1.744e-02,0
1.746e-02,0
1.748e-02,-0.08
1.750e-02,0
1.752e-02,0
1.754e-02,0
1.756e-02,0.08
1.758e-02,0.08
1.760e-02,0.16
1.762e-02,0
1.764e-02,0.16
1.766e-02,0
1.768e-02,0
1.770e-02,0
1.772e-02,0
1.774e-02,0
1.776e-02,0
1.778e-02,0
1.780e-02,0
1.782e-02,0
1.784e-02,0.08
1.786e-02,0.08
1.788e-02,0
1.790e-02,0.08
1.792e-02,0.08
1.794e-02,0
1.796e-02,0
1.798e-02,0
1.800e-02,0
1.802e-02,0
1.804e-02,0
1.806e-02,0
1.808e-02,0.08
1.810e-02,0
1.812e-02,0
1.814e-02,-0.08
1.816e-02,0.08
1.818e-02,0.16
1.820e-02,0
1.822e-02,0.08
1.824e-02,0.24
1.826e-02,0.24
1.828e-02,0
1.830e-02,0.16
1.832e-02,0.08
1.834e-02,0
1.836e-02,0.16
1.838e-02,0.08
1.840e-02,0.24
1.842e-02,0
1.844e-02,0.08
1.846e-02,0
1.848e-02,0.08
1.850e-02,0.16
1.852e-02,0.08
1.854e-02,0
1.856e-02,0.08
1.858e-02,0
1.860e-02,0.08
1.862e-02,0
1.864e-02,0
1.866e-02,0.08
1.868e-02,0.08
1.870e-02,0
1.872e-02,0
1.874e-02,0.08
1.876e-02,0.08
1.878e-02,0.08
1.880e-02,0.16
1.882e-02,0
1.884e-02,0
1.886e-02,0.16
1.888e-02,0.16
1.890e-02,0.08
1.892e-02,0.08
1.894e-02,0.16
1.896e-02,0.24
1.898e-02,0.16
1.900e-02,0.08
1.902e-02,0.16
1.904e-02,0.08
1.906e-02,0
1.908e-02,0.08
1.910e-02,0
1.912e-02,0
1.914e-02,0.16
1.916e-02,0
1.918e-02,0
1.920e-02,0
1.922e-02,0
1.924e-02,0.08
1.926e-02,0.24
1.928e-02,0.16
1.930e-02,0
1.932e-02,0.08
1.934e-02,0.16
1.936e-02,0.16
1.938e-02,0
1.940e-02,0
1.942e-02,0
1.944e-02,0.08
1.946e-02,0
1.948e-02,0
1.950e-02,0.08
1.952e-02,0
1.954e-02,0.16
1.956e-02,0.08
1.958e-02,0.08
1.960e-02,0.08
1.962e-02,0.16
1.964e-02,0
1.966e-02,0.08
1.968e-02,0.08
1.970e-02,0
1.972e-02,0.08
1.974e-02,0
1.976e-02,0.08
1.978e-02,0
1.980e-02,0
1.982e-02,0.08
1.984e-02,0.08
1.986e-02,0
1.988e-02,0.08
1.990e-02,0.08
1.992e-02,0
1.994e-02,0
1.996e-02,0
1.998e-02,0
2.000e-02,0
2.002e-02,0
2.004e-02,0.08
2.006e-02,0.08
2.008e-02,0.08
2.010e-02,0
2.012e-02,0.08
2.014e-02,0.08
2.016e-02,0.08
2.018e-02,0.08
